Median = 49335
table of frequencies:
[48, 1]
[73271, 752]
[73289, 753]
[73592, 754]
[73956, 755]
[74074, 756]
[74176, 757]
[74182, 758]
[74307, 759]
[74678, 760]
[74720, 761]
[74854, 762]
[74948, 763]
[74983, 764]
[75040, 765]
[75127, 766]
[75140, 767]
[75153, 768]
[75299, 769]
[75336, 770]
[75505, 771]
[75519, 772]
[75598, 773]
[75657, 774]
[75743, 775]
[76169, 776]
[76180, 777]
[76181, 778]
[76241, 779]
[76418, 780]
[76439, 781]
[76577, 782]
[76630, 783]
[76735, 784]
[76786, 785]
[76816, 786]
[76842, 787]
[76928, 788]
[77099, 789]
[77132, 790]
[77150, 791]
[77205, 792]
[77255, 793]
[77342, 794]
[77509, 795]
[77613, 796]
[77711, 797]
[77743, 798]
[77781, 799]
[77833, 800]
[77880, 801]
[78075, 802]
[78093, 803]
[78130, 804]
[78142, 805]
[78150, 806]
[78340, 807]
[78359, 808]
[78517, 809]
[78529, 810]
[79181, 811]
[79222, 812]
[79231, 813]
[79362, 814]
[79415, 815]
[79484, 816]
[79610, 817]
[79666, 818]
[79727, 819]
[79841, 820]
[79874, 821]
[79964, 822]
[80007, 823]
[80077, 824]
[80330, 825]
[80390, 826]
[80466, 827]
[80485, 828]
[80522, 829]
[80606, 830]
[80617, 831]
[80667, 832]
[80885, 833]
[81011, 834]
[81108, 835]
[81232, 836]
[81391, 837]
[81739, 838]
[81772, 839]
[81935, 840]
[82039, 841]
[82040, 842]
[82121, 843]
[82147, 844]
[82357, 845]
[82390, 846]
[82480, 847]
[82511, 848]
[82587, 849]
[82757, 850]
[83052, 851]
[83063, 852]
[83088, 853]
[83094, 854]
[83096, 855]
[83476, 856]
[83618, 857]
[83815, 858]
[83925, 859]
[83937, 860]
[83946, 861]
[83958, 862]
[83984, 863]
[84001, 864]
[84147, 865]
[84179, 866]
[84329, 867]
[84352, 868]
[84465, 869]
[84574, 870]
[84690, 871]
[84738, 872]
[84777, 873]
[84950, 874]
[85106, 875]
[85149, 876]
[85240, 877]
[85241, 878]
[85263, 879]
[85312, 880]
[85516, 881]
[85688, 882]
[85702, 883]
[85766, 884]
[86207, 885]
[86232, 886]
[86296, 887]
[86326, 888]
[86709, 889]
[86731, 890]
[86803, 891]
[86957, 892]
[87337, 893]
[87382, 894]
[87541, 895]
[87752, 896]
[87909, 897]
[87976, 898]
[88329, 899]
[88333, 900]
[88363, 901]
[88453, 902]
[88619, 903]
[88853, 904]
[89137, 905]
[89503, 906]
[89729, 907]
[89904, 908]
[89919, 909]
[89965, 910]
[90016, 911]
[90185, 912]
[90195, 913]
[90206, 914]
[90285, 915]
[90323, 916]
[90389, 917]
[90411, 918]
[90429, 919]
[90433, 920]
[90622, 921]
[90713, 922]
[90950, 923]
[91016, 924]
[91074, 925]
[91120, 926]
[91340, 927]
[91342, 928]
[91400, 929]
[91466, 930]
[91487, 931]
[91492, 932]
[91505, 933]
[91719, 934]
[91742, 935]
[91916, 936]
[91975, 937]
[92429, 938]
[92516, 939]
[92880, 940]
[93011, 941]
[93106, 942]
[93190, 943]
[93515, 944]
[93548, 946]
[93616, 947]
[93669, 948]
[93701, 949]
[94056, 950]
[94085, 951]
[94095, 952]
[94160, 953]
[94324, 954]
[94377, 955]
[94550, 956]
[94569, 957]
[94772, 958]
[95116, 959]
[95129, 960]
[95159, 961]
[95418, 962]
[95693, 963]
[95884, 964]
[96129, 965]
[96144, 966]
[96169, 967]
[96170, 968]
[96202, 969]
[96271, 970]
[96640, 971]
[96701, 972]
[97399, 973]
[97523, 974]
[97871, 975]
[97990, 976]
[97991, 977]
[98046, 978]
[98228, 979]
[98249, 980]
[98345, 981]
[98419, 982]
[98521, 983]
[98668, 984]
[98728, 985]
[98790, 986]
[99024, 987]
[99172, 988]
[99189, 989]
[99193, 990]
[99246, 991]
[99256, 992]
[99272, 993]
[99403, 994]
[99575, 995]
[99696, 996]
[99808, 997]
[99820, 998]
[99968, 999]
[99970, 1000]

mode = 14023
standard deviation = 28330.446535331488
variation = 802614200.891
quartile deviation = 24684.5
